代码		    名称		涨幅		现价		当日成交额		3日成交额		5日成交额		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		早盘竞价金额		尾盘竞价金额
SH603602	纵横通信	+1.30%		14.82		--		--		--		1.84%		0.89		--		--		--		通信服务	--		--		--		+4.44%		-0.54%		-0.34		59778		323076
SH603605	珀莱雅		+0.12%		68.86		--		--		--		0.72%		0.57		--		--		--		美容护理	--		--		--		+1.38%		+0.58%		-0.10		467228		1969396
SH603606	东方电缆	+0.80%		59.39		--		--		--		0.96%		0.88		--		--		--		电网设备	--		--		--		-6.01%		+2.15%		-0.70		1884022		2654733
SH603607	京华激光	-2.87%		27.43		--		--		--		3.75%		0.84		--		--		--		包装印刷	--		--		--		+9.41%		+5.50%		+0.00		1536256		1242579
SH603608	天创时尚	-0.64%		9.31		--		--		--		9.79%		0.65		--		--		--		服装家纺	--		--		--		+23.80%		+30.39%		+1.49		6550488		8009393
SH603609	禾丰股份	+0.56%		7.21		--		--		--		0.39%		0.88		--		--		--		农产品加工	--		--		--		+1.98%		-0.96%		+0.14		52414		458556
SH603610	麒盛科技	+1.25%		19.46		--		--		--		4.04%		0.68		--		--		--		家居用品	--		--		--		+0.26%		-0.61%		+0.26		1718884		3497196
SH603611	诺力股份	-0.17%		23.91		--		--		--		1.47%		0.89		--		--		--		工程机械	--		--		--		+2.62%		+3.06%		+0.25		273714		602532
SH603612	索通发展	-3.53%		25.67		--		--		--		5.41%		1.12		--		--		--		非金属材料	--		--		--		+9.28%		+6.78%		-0.94		4251868		6531449
SH603613	国联股份	+1.90%		28.38		--		--		--		2.17%		1.22		--		--		--		互联网电商	--		--		--		+2.45%		-4.22%		-0.93		3531520		4183212
SH603615	茶花股份	+2.09%		24.46		--		--		--		1.52%		1.13		--		--		--		家居用品	--		--		--		+8.13%		+2.86%		+0.00		304292		1012644
SH603616	韩建河山	+3.32%		5.60		--		--		--		8.03%		2.36		--		--		--		建筑材料	--		--		--		+10.24%		+3.32%		+0.18		1552980		2245040
SH603617	君禾股份	-0.51%		7.76		--		--		--		6.67%		1.06		--		--		--		通用设备	--		--		--		+8.84%		+5.72%		-1.67		7251218		4973384
SH603618	杭电股份	+0.24%		8.43		--		--		--		3.39%		0.96		--		--		--		电网设备	--		--		--		-4.42%		+4.98%		+0.00		1190856		2702658
SH603619	中曼石油	+1.23%		23.05		--		--		--		2.32%		0.73		--		--		--		油气开采及服务	--		--		--		+3.55%		+5.25%		-0.92		1922112		1625025
SH603626	科森科技	+3.26%		19.94		--		--		--		12.57%		0.77		--		--		--		消费电子	--		--		--		+36.20%		+55.18%		+0.47		5981020		14039754
SH603628	清源股份	+1.93%		13.75		--		--		--		3.69%		1.00		--		--		--		光伏设备	--		--		--		+0.44%		-10.77%		-0.74		305292		1984125
SH603629	利通电子	+0.86%		28.28		--		--		--		4.34%		1.04		--		--		--		消费电子	--		--		--		+6.32%		+5.80%		-0.64		1075396		3718820
SH603630	拉芳家化	+0.98%		20.51		--		--		--		1.65%		0.95		--		--		--		美容护理	--		--		--		+2.29%		+0.49%		-0.98		299639		502495
SH603633	徕木股份	+0.00%		10.28		--		--		--		2.24%		0.84		--		--		--		汽车零部件	--		--		--		+4.79%		-6.55%		+0.10		330309		688040
SH603636	南威软件	+2.60%		12.24		--		--		--		4.35%		1.27		--		--		--		IT服务		--		--		--		+5.70%		-15.29%		-0.42		673596		5389272
SH603637	镇海股份	+5.02%		11.50		--		--		--		4.77%		2.99		--		--		--		建筑装饰	--		--		--		+6.98%		+6.88%		+0.64		265582		1818150
SH603638	艾迪精密	+1.05%		19.29		--		--		--		0.62%		1.28		--		--		--		工程机械	--		--		--		+4.10%		-0.46%		+0.00		187082		2202918
SH603639	海利尔		+0.39%		12.98		--		--		--		0.45%		0.80		--		--		--		农化制品	--		--		--		+1.96%		+2.12%		+0.00		47841		907302
SH603648	畅联股份	+0.09%		10.57		--		--		--		0.91%		0.67		--		--		--		物流		--		--		--		+1.63%		+1.44%		+0.00		59136		133182
SH603650	彤程新材	+10.01%		56.73		--		--		--		10.21%		3.92		--		--		--		橡胶制品	--		--		--		+22.16%		+26.94%		+7.99		223884938	3500241
SH603655	朗博科技	+1.19%		42.49		--		--		--		4.94%		1.20		--		--		--		汽车零部件	--		--		--		+15.49%		+13.31%		-0.48		3109176		5476961
SH603656	泰禾智能	+0.56%		23.19		--		--		--		1.52%		0.88		--		--		--		专用设备	--		--		--		+6.96%		-0.56%		-0.65		123714		542646
SH603657	春光科技	+0.37%		29.72		--		--		--		1.82%		1.06		--		--		--		白色家电	--		--		--		-3.10%		-18.37%		+0.14		260920		567652
SH603658	安图生物	+0.25%		36.55		--		--		--		0.47%		1.05		--		--		--		医疗器械	--		--		--		+2.07%		+2.47%		+0.00		359423		1264630
SH603659	璞泰来		-2.42%		27.40		--		--		--		1.39%		1.17		--		--		--		电池		--		--		--		+0.04%		+2.20%		-0.78		1078182		8642727
SH603660	苏州科达	-1.94%		11.13		--		--		--		3.84%		0.57		--		--		--		计算机设备	--		--		--		+13.22%		+9.76%		+0.00		2918085		1555974
SH603661	恒林股份	+0.06%		31.52		--		--		--		0.43%		0.66		--		--		--		家居用品	--		--		--		-3.02%		-5.49%		+0.00		132300		164534
SH603662	柯力传感	+0.49%		69.20		--		--		--		1.96%		0.44		--		--		--		通用设备	--		--		--		+9.11%		+6.05%		-0.91		5908718		4975480
SH603663	三祥新材	-1.64%		35.99		--		--		--		2.73%		1.45		--		--		--		非金属材料	--		--		--		+0.45%		+7.79%		-0.25		1832300		4549136
SH603665	康隆达		-5.77%		30.86		--		--		--		3.78%		2.05		--		--		--		服装家纺	--		--		--		+2.15%		+0.36%		+0.00		596050		783844
SH603666	亿嘉和		+0.85%		31.97		--		--		--		3.42%		0.73		--		--		--		自动化设备	--		--		--		+8.48%		+5.34%		+0.00		1968570		4290374
SH603667	五洲新春	+0.45%		75.94		--		--		--		16.02%		0.85		--		--		--		通用设备	--		--		--		+52.52%		+41.89%		+0.01		59313323	49503767
SH603668	天马科技	-1.83%		16.65		--		--		--		3.13%		0.90		--		--		--		农产品加工	--		--		--		+4.13%		-6.72%		-0.24		631116		3722940
SH603669	灵康药业	+2.16%		4.74		--		--		--		1.09%		1.12		--		--		--		化学制药	--		--		--		+1.50%		-3.66%		+0.22		47895		447456
SH603676	卫信康		+0.27%		11.11		--		--		--		0.85%		1.91		--		--		--		化学制药	--		--		--		+1.37%		+0.63%		+0.99		832536		299970
SH603677	奇精机械	+1.40%		18.05		--		--		--		1.31%		1.01		--		--		--		白色家电	--		--		--		+1.06%		-8.05%		-0.45		155936		934990
SH603678	火炬电子	+2.83%		37.10		--		--		--		5.68%		1.37		--		--		--		军工电子	--		--		--		+12.94%		+13.39%		-0.64		1179465		12313601
SH603679	华体科技	+2.21%		17.09		--		--		--		10.85%		0.96		--		--		--		光学光电子	--		--		--		+9.20%		+7.96%		+0.30		6142851		4540813
SH603680	今创集团	+0.72%		16.90		--		--		--		2.20%		1.05		--		--		--		轨交设备	--		--		--		+17.77%		+41.66%		-1.43		1280196		2071585
SH603681	永冠新材	+0.00%		18.99		--		--		--		1.73%		0.73		--		--		--		化学制品	--		--		--		+2.43%		-1.20%		-0.47		279720		932409
SH603682	锦和商管	+2.93%		6.68		--		--		--		3.43%		1.13		--		--		--		零售		--		--		--		+3.09%		-1.04%		+0.15		209950		1807608
SH603683	晶华新材	-1.15%		26.55		--		--		--		3.13%		0.97		--		--		--		化学制品	--		--		--		-1.81%		-6.94%		-0.45		2409274		2599245
SH603685	晨丰科技	+0.16%		19.11		--		--		--		1.32%		0.87		--		--		--		光学光电子	--		--		--		-3.39%		-6.69%		-0.26		70411		145236
SH603686	福龙马		-1.55%		27.95		--		--		--		11.39%		0.51		--		--		--		环境治理	--		--		--		+12.75%		-0.14%		-1.66		8397219		34722285
SH603687	大胜达		-1.14%		10.43		--		--		--		4.57%		1.36		--		--		--		包装印刷	--		--		--		+10.02%		+19.20%		-3.41		7968580		1750154
SH603688	石英股份	-0.98%		39.27		--		--		--		2.38%		1.15		--		--		--		非金属材料	--		--		--		+4.89%		+5.54%		-0.03		2152995		4747743
SH603689	皖天然气	+0.49%		8.24		--		--		--		0.60%		1.13		--		--		--		燃气		--		--		--		+0.37%		-0.12%		+0.00		140220		76632
SH603690	至纯科技	-2.04%		32.73		--		--		--		8.11%		0.86		--		--		--		半导体		--		--		--		+6.58%		+11.82%		-0.87		7495056		6480540
SH603693	江苏新能	+0.33%		12.10		--		--		--		0.34%		1.08		--		--		--		电力		--		--		--		+2.89%		+1.34%		-0.08		28920		658240
SH603696	安记食品	+10.02%		23.16		--		--		--		17.28%		1.27		--		--		--		食品加工制造	--		--		--		-5.24%		-1.70%		+0.38		6772165		2941320
SH603697	有友食品	+0.23%		12.93		--		--		--		1.45%		0.89		--		--		--		食品加工制造	--		--		--		+0.15%		+2.38%		-0.08		186905		853380
SH603698	航天工程	+6.00%		42.60		--		--		--		10.64%		0.90		--		--		--		专用设备	--		--		--		+37.73%		+86.35%		+2.02		25520163	39149400
SH603699	纽威股份	-0.37%		53.31		--		--		--		0.49%		0.74		--		--		--		通用设备	--		--		--		+4.96%		+10.24%		+0.17		203680		1455363
SH603700	宁水集团	+1.19%		13.61		--		--		--		1.91%		0.74		--		--		--		通用设备	--		--		--		+3.81%		+3.97%		+0.00		56490		526707
SH603701	德宏股份	-0.88%		20.32		--		--		--		0.85%		0.73		--		--		--		汽车零部件	--		--		--		+0.59%		+7.80%		+0.49		708640		934720
SH603703	盛洋科技	+10.03%		16.68		--		--		--		3.60%		0.39		--		--		--		光学光电子	--		--		--		+26.36%		+33.98%		-0.26		2514456		1379436
SH603706	东方环宇	-0.60%		19.78		--		--		--		0.67%		0.99		--		--		--		燃气		--		--		--		+1.85%		-0.30%		-0.10		95424		373842
SH603707	健友股份	+0.32%		9.40		--		--		--		0.73%		1.16		--		--		--		化学制药	--		--		--		+1.73%		-0.63%		+0.85		1871100		547080
SH603708	家家悦		-0.67%		11.85		--		--		--		1.59%		0.85		--		--		--		零售		--		--		--		-6.10%		-0.25%		-0.42		367092		1646866
SH603709	中源家居	+0.54%		16.83		--		--		--		3.08%		0.76		--		--		--		家居用品	--		--		--		+2.31%		-6.03%		-0.36		188484		1541628
SH603711	香飘飘		+1.77%		13.81		--		--		--		1.62%		1.39		--		--		--		饮料制造	--		--		--		-4.69%		-11.25%		+0.00		138414		2216505
SH603712	七一二		+2.14%		22.39		--		--		--		4.04%		0.91		--		--		--		军工电子	--		--		--		+18.91%		+4.38%		-0.46		2315102		5902004
SH603713	密尔克卫	+0.10%		59.83		--		--		--		1.32%		1.19		--		--		--		物流		--		--		--		+8.39%		+10.29%		-0.50		154622		945314
SH603716	塞力医疗	+9.98%		26.66		--		--		--		33.31%		3.08		--		--		--		医药商业	--		--		--		+23.31%		+24.75%		-2.76		20626107	775806
SH603717	天域生物	+0.00%		7.80		--		--		--		1.88%		0.61		--		--		--		养殖业		--		--		--		+1.69%		-3.23%		-0.77		189630		856440
SH603718	海利生物	+0.63%		6.43		--		--		--		1.69%		0.52		--		--		--		医疗器械	--		--		--		+2.88%		-8.27%		-0.63		503555		777387
SH603719	良品铺子	+1.18%		11.96		--		--		--		1.57%		1.60		--		--		--		食品加工制造	--		--		--		-1.40%		-2.61%		-0.25		130869		1621776
SH603722	阿科力		+3.92%		42.70		--		--		--		6.09%		1.43		--		--		--		化学制品	--		--		--		+16.16%		+11.20%		-0.37		1039876		1101660
SH603725	天安新材	+1.08%		9.40		--		--		--		1.05%		0.98		--		--		--		家居用品	--		--		--		-0.74%		+0.43%		+0.00		43710		156980
SH603726	朗迪集团	-1.20%		24.79		--		--		--		8.44%		0.94		--		--		--		白色家电	--		--		--		+13.46%		+10.82%		-2.39		6553524		2119545
SH603727	博迈科		+0.88%		14.86		--		--		--		2.22%		1.29		--		--		--		油气开采及服务	--		--		--		+7.06%		-0.47%		-3.60		3359720		830674
SH603728	鸣志电器	-0.48%		71.98		--		--		--		2.01%		0.62		--		--		--		电机		--		--		--		+12.91%		+5.19%		-0.07		2414152		4685898
SH603729	龙韵股份	+1.38%		16.20		--		--		--		3.10%		1.09		--		--		--		文化传媒	--		--		--		+0.93%		-4.03%		-0.19		175450		539460
SH603730	岱美股份	-1.91%		8.72		--		--		--		1.32%		0.89		--		--		--		汽车零部件	--		--		--		+9.41%		+9.55%		+0.34		1763930		1477168
SH603733	仙鹤股份	+0.00%		24.52		--		--		--		0.41%		0.78		--		--		--		造纸		--		--		--		+7.59%		+7.26%		-1.26		147681		1047004
SH603737	三棵树		+0.32%		47.15		--		--		--		0.39%		0.99		--		--		--		建筑材料	--		--		--		+6.19%		+5.03%		-0.64		233500		1339060
SH603738	泰晶科技	+3.91%		16.73		--		--		--		8.82%		2.63		--		--		--		元件		--		--		--		+9.78%		-1.36%		+0.87		2838752		5681508
SH603739	蔚蓝生物	+0.97%		14.60		--		--		--		1.92%		0.91		--		--		--		化学制品	--		--		--		+2.17%		-1.02%		-0.14		176168		709560
SH603755	日辰股份	-1.62%		37.10		--		--		--		2.17%		0.88		--		--		--		食品加工制造	--		--		--		+10.95%		+4.60%		-0.24		52668		983150
SH603757	大元泵业	-0.36%		46.92		--		--		--		9.55%		1.28		--		--		--		通用设备	--		--		--		-5.59%		+24.69%		+1.19		11898205	7047384
SH603758	秦安股份	-0.29%		17.07		--		--		--		1.40%		0.79		--		--		--		汽车零部件	--		--		--		-4.96%		-11.51%		+0.47		466120		488202
SH603759	海天股份	+0.85%		10.73		--		--		--		1.60%		1.12		--		--		--		环境治理	--		--		--		+4.68%		+2.09%		+0.00		195776		719983
SH603766	隆鑫通用	-3.42%		15.26		--		--		--		1.55%		1.71		--		--		--		汽车服务及其他	--		--		--		-1.87%		-1.23%		-0.57		1091845		3594096
SH603767	中马传动	+1.48%		24.03		--		--		--		3.64%		0.73		--		--		--		汽车零部件	--		--		--		+5.03%		+1.61%		-0.30		786213		3640545
SH603768	常青股份	+1.91%		11.76		--		--		--		0.89%		1.09		--		--		--		汽车零部件	--		--		--		+2.26%		+0.26%		+0.00		144250		186984
SH603773	沃格光电	+5.96%		36.81		--		--		--		7.85%		1.15		--		--		--		光学光电子	--		--		--		+15.14%		+15.75%		-1.35		1668949		4052781
SH603776	永安行		+5.27%		19.39		--		--		--		5.04%		3.47		--		--		--		汽车服务及其他	--		--		--		+8.87%		+4.75%		+0.87		213670		2542029
SH603777	来伊份		+4.11%		14.20		--		--		--		6.04%		1.77		--		--		--		食品加工制造	--		--		--		-0.56%		+3.57%		-0.07		775547		5239800
SH603778	国晟科技	--		--		--		--		--		0.00%		0.00		--		--		--		光伏设备	--		--		--		+69.05%		+65.37%		--		--		--
SH603779	威龙股份	+2.35%		6.53		--		--		--		2.45%		1.57		--		--		--		饮料制造	--		--		--		-0.15%		-3.69%		+0.00		285186		453835
SH603786	科博达		-3.34%		80.69		--		--		--		0.74%		0.58		--		--		--		汽车零部件	--		--		--		+12.62%		+10.81%		-1.53		1249440		2251251
SH603787	新日股份	+0.60%		13.37		--		--		--		2.32%		0.72		--		--		--		汽车服务及其他	--		--		--		+3.64%		-7.28%		+0.38		241454		1030827
SH603788	宁波高发	+0.06%		16.51		--		--		--		0.90%		1.01		--		--		--		汽车零部件	--		--		--		+2.80%		+2.23%		-0.42		182373		140335
SH603790	雅运股份	-1.15%		19.85		--		--		--		1.27%		1.06		--		--		--		化学制品	--		--		--		+0.51%		+2.58%		-0.15		8020		218350
SH603797	联泰环保	+1.04%		4.87		--		--		--		1.02%		0.79		--		--		--		环境治理	--		--		--		+1.46%		+0.83%		-0.21		126022		217689
SH603798	康普顿		+1.09%		16.66		--		--		--		2.08%		0.61		--		--		--		石油加工贸易	--		--		--		+10.04%		+12.72%		+0.00		69216		1061242
SH603799	华友钴业	-2.03%		75.62		--		--		--		3.88%		0.83		--		--		--		能源金属	--		--		--		+14.89%		+20.66%		-0.74		65891668	44128732
SH603800	洪田股份	+3.89%		52.04		--		--		--		3.33%		1.39		--		--		--		专用设备	--		--		--		-4.11%		+8.28%		-0.20		529894		2747712
SH603801	志邦家居	+0.65%		9.30		--		--		--		0.75%		1.11		--		--		--		家居用品	--		--		--		+1.31%		+1.20%		-0.11		285207		372000
SH603803	瑞斯康达	+1.46%		11.85		--		--		--		7.33%		1.15		--		--		--		通信设备	--		--		--		+1.54%		-0.84%		-0.09		4106673		6372930
SH603806	福斯特		+0.21%		14.28		--		--		--		0.80%		0.93		--		--		--		光伏设备	--		--		--		+7.77%		+3.25%		+0.21		3108756		1606643
SH603808	歌力思		+3.39%		8.85		--		--		--		3.06%		1.39		--		--		--		服装家纺	--		--		--		+6.50%		+4.36%		-0.23		166530		909780
SH603809	豪能股份	+4.86%		14.88		--		--		--		11.14%		1.58		--		--		--		汽车零部件	--		--		--		+20.10%		+15.17%		-0.35		2092720		18845520
SH603810	丰山集团	-0.44%		16.00		--		--		--		1.76%		0.87		--		--		--		农化制品	--		--		--		-1.78%		-2.32%		-0.56		869312		1422400
SH603811	诚意药业	+3.83%		11.39		--		--		--		5.01%		2.80		--		--		--		化学制药	--		--		--		+6.05%		+5.37%		+0.46		425372		1411221
SH603815	交建股份	+2.23%		7.79		--		--		--		3.96%		1.27		--		--		--		建筑装饰	--		--		--		+2.77%		-20.35%		-0.26		371640		2041759
SH603816	顾家家居	+0.00%		31.70		--		--		--		0.52%		0.81		--		--		--		家居用品	--		--		--		+2.66%		+6.41%		-0.25		2017356		1090480
SH603817	海峡环保	+0.28%		7.11		--		--		--		2.67%		0.80		--		--		--		环境治理	--		--		--		-6.32%		-15.46%		-0.14		417720		1362987
SH603818	曲美家居	+2.76%		3.72		--		--		--		2.14%		1.15		--		--		--		家居用品	--		--		--		+3.05%		-2.36%		-0.28		69312		317316
SH603819	神力股份	+1.17%		12.10		--		--		--		1.67%		0.72		--		--		--		电机		--		--		--		+7.94%		+5.58%		-0.50		39270		490050
SH603823	百合花		-0.32%		15.71		--		--		--		1.27%		0.77		--		--		--		化学制品	--		--		--		+0.00%		-3.62%		+0.13		312444		592267
SH603826	坤彩科技	+0.46%		17.36		--		--		--		0.34%		0.68		--		--		--		非金属材料	--		--		--		+0.70%		-1.81%		-0.06		169246		866264
SH603829	洛凯股份	+1.63%		23.13		--		--		--		5.38%		1.13		--		--		--		电网设备	--		--		--		-15.80%		-28.72%		+0.00		1914116		3191940
SH603833	欧派家居	+2.03%		53.68		--		--		--		0.66%		1.35		--		--		--		家居用品	--		--		--		+2.74%		+3.41%		-0.19		267801		4460808
SH603836	海程邦达	+0.37%		13.70		--		--		--		1.25%		0.60		--		--		--		物流		--		--		--		-2.21%		-7.18%		-0.37		82960		878170
SH603839	安正时尚	-0.12%		8.11		--		--		--		1.23%		0.81		--		--		--		服装家纺	--		--		--		+2.92%		-0.25%		-0.12		27574		364950
SH603848	好太太		+1.50%		18.95		--		--		--		0.97%		1.71		--		--		--		家居用品	--		--		--		+2.49%		+0.26%		-0.11		382325		126965
SH603855	华荣股份	+0.76%		19.87		--		--		--		0.63%		0.59		--		--		--		专用设备	--		--		--		+3.60%		+2.63%		+0.05		124299		343751
SH603856	东宏股份	+1.19%		12.73		--		--		--		1.50%		1.47		--		--		--		建筑材料	--		--		--		+2.83%		+0.32%		+0.08		225361		892373
SH603858	步长制药	+0.49%		16.38		--		--		--		0.47%		0.69		--		--		--		中药		--		--		--		-0.30%		-1.21%		-0.06		190593		1235052
SH603859	能科科技	+2.86%		45.26		--		--		--		9.42%		1.38		--		--		--		IT服务		--		--		--		+19.23%		+13.72%		+3.64		26571120	5390466
SH603860	中公高科	+1.02%		30.57		--		--		--		1.88%		1.27		--		--		--		建筑装饰	--		--		--		+2.79%		+0.26%		-0.43		204884		290415
SH603861	白云电器	+0.08%		13.00		--		--		--		2.60%		0.72		--		--		--		电网设备	--		--		--		+4.50%		+10.45%		-0.46		857259		1573000
SH603863	松炀资源	-0.21%		19.20		--		--		--		2.57%		0.53		--		--		--		造纸		--		--		--		-6.11%		-2.98%		+0.00		82732		1737600
SH603866	桃李面包	+0.56%		5.35		--		--		--		0.83%		1.16		--		--		--		食品加工制造	--		--		--		+0.19%		-1.29%		+0.00		411555		934110
SH603867	新化股份	+0.39%		25.65		--		--		--		2.16%		1.00		--		--		--		化学制品	--		--		--		+4.14%		-0.19%		-0.04		104714		874665
SH603868	飞科电器	+1.40%		42.88		--		--		--		0.63%		0.70		--		--		--		小家电		--		--		--		+17.06%		+23.18%		+0.00		177618		536000
SH603871	嘉友国际	+0.51%		13.83		--		--		--		0.59%		0.87		--		--		--		物流		--		--		--		-0.50%		+9.16%		-0.36		255006		598839
SH603876	鼎胜新材	+4.03%		16.28		--		--		--		5.11%		0.93		--		--		--		工业金属	--		--		--		+16.04%		+22.22%		-0.64		3663580		17792738
SH603877	太平鸟		+4.84%		17.10		--		--		--		4.08%		3.68		--		--		--		服装家纺	--		--		--		+13.17%		+3.70%		-0.06		4627570		4074930
SH603878	武进不锈	+10.06%		8.75		--		--		--		8.95%		1.42		--		--		--		钢铁		--		--		--		-10.16%		-19.13%		-0.25		3245582		1631875
SH603879	永悦科技	+2.28%		7.17		--		--		--		8.71%		0.58		--		--		--		塑料制品	--		--		--		+31.56%		+8.14%		+0.71		974280		2035563
SH603880	南卫股份	+2.15%		6.17		--		--		--		2.17%		1.09		--		--		--		医疗器械	--		--		--		-1.44%		-8.73%		-0.50		346777		260991
SH603881	数据港		-0.97%		32.73		--		--		--		6.52%		1.32		--		--		--		通信服务	--		--		--		+8.52%		+0.49%		-0.97		8061399		10391775
SH603882	金域医学	+3.41%		30.60		--		--		--		1.93%		1.30		--		--		--		医疗服务	--		--		--		+9.91%		+7.97%		-0.27		253786		2261340
