代码		    名称		涨幅		现价		当日成交额		换手		量比		流通市值		连续涨停天数		涨停原因类别		所属行业		所属概念		涨停开板次数		几天几板		10日涨幅		20日涨幅		竞价涨幅%		早盘竞价金额		尾盘竞价金额		
SH603927	中科软		-0.56%		19.48		1.96亿		1.21%		0.92		161.89亿	--		--		软件开发	【数据安全;信创;华为鲲鹏;网络安全;AI智能体;智慧政务;数据要素;鸿蒙概念;百度概念;AIGC概念;区块链;阿里巴巴概念;数字乡村;腾讯概念;DeepSeek概念;互联网保险;数字货币;人工智能;华为概念;跨境支付(CIPS);车联网(车路协同);智能医疗;工业互联网;新型工业化;国企改革;乡村振兴;中字头股票;融资融券;沪股通】	--		--		+2.69%		-0.66%		-0.41		926725		2014232		
SH603928	兴业股份	+5.51%		17.42		5.69亿		12.36%		4.45		45.65亿		--		--		塑料制品	【光刻胶;先进封装;高铁;风电;大飞机;丙烯酸;芯片概念;3D打印;新能源汽车;在线教育;锂电池概念】	--		--		+4.50%		+3.44%		+2.12		1129620		4661592		
SH603929	亚翔集成	+1.59%		117.40		14.96亿		5.93%		1.38		250.48亿	--		--		建筑装饰	【中芯国际概念;OLED;富士康概念;柔性屏(折叠屏);芯片概念;海峡两岸;华为概念;长三角一体化;沪股通】	--		--		+19.24%		+51.48%		+2.41		12804388	15461580	
SH603931	格林达		+7.33%		34.70		5.72亿		8.33%		3.27		69.25亿		--		--		电子化学品	【光刻胶;OLED;芯片概念;沪股通】	--		--		+4.36%		-4.17%		+4.55		13286780	3587980		
SH603933	睿能科技	-3.12%		24.20		3.31亿		6.49%		0.73		50.23亿		--		--		其他电子	【海峡两岸;人形机器人;福建自贸区;新型工业化;工业母机;MCU芯片;汽车电子;消费电子概念;物联网;机器人概念;智能家居;无人机;存储芯片;数字经济;工业互联网;新能源汽车;芯片概念;储能】	--		--		-0.82%		-23.30%		+1.24		4807629		4230160		
SH603936	博敏电子	-2.33%		12.97		8.23亿		10.03%		0.78		81.76亿		--		--		元件		【共封装光学(CPO);AI PC;PCB概念;先进封装;存储芯片;MiniLED;6G概念;5G;苹果概念;第三代半导体;汽车电子;消费电子概念;EDR概念;智能穿戴;液冷服务器;卫星导航;数据中心;商业航天;华为概念;比亚迪概念;物联网;机器人概念;新能源汽车;军工;充电桩;无人驾驶;沪股通;融资融券】	--		--		+12.10%		+15.60%		+0.60		6543300		5243771		
SH603937	丽岛新材	-1.70%		12.12		4805.36万	1.90%		1.06		25.32亿		--		--		工业金属	【锂电池概念】	--		--		+2.36%		-4.27%		+0.89		63444		370872		
SH603938	三孚股份	+5.35%		20.89		5.50亿		7.07%		2.15		79.93亿		--		--		化学原料	【有机硅概念;硅能源;海峡两岸;存储芯片;光伏概念;京津冀一体化;芯片概念;光纤概念;沪股通;融资融券】	--		--		+18.63%		+15.80%		+2.37		3723020		4849405		
SH603939	益丰药房	+0.27%		22.18		2.35亿		0.88%		1.12		268.91亿	--		--		医药商业	【医药电商;家庭医生;沪股通;融资融券】	--		--		+0.54%		-3.98%		-0.32		1001070		2111536		
SH603948	建业股份	-0.51%		27.37		7626.03万	1.72%		0.78		44.47亿		--		--		化学制品	【光伏概念;中俄贸易概念;共同富裕示范区;芯片概念】	--		--		+5.68%		+3.01%		-0.55		402192		785519		
SH603949	雪龙集团	-1.51%		18.27		5776.07万	1.50%		0.69		38.40亿		--		--		汽车零部件	【汽车热管理;农机;创投;专精特新;新能源汽车;乡村振兴;军工】	--		--		-1.51%		-1.77%		-0.22		209163		1509102		
SH603950	长源东谷	-2.99%		28.23		1.67亿		1.82%		1.73		91.35亿		--		--		汽车零部件	【飞行汽车(eVTOL);一体化压铸;比亚迪概念;汽车电子;新能源汽车;低空经济;沪股通】	--		--		-4.63%		-11.75%		-0.38		211627		705750		
SH603955	大千生态	-0.91%		29.28		6777.25万	1.68%		1.40		39.74亿		--		--		建筑装饰	【宠物经济;旅游概念;特色小镇;新型城镇化;雄安新区;PPP概念;碳中和;机器人概念;股权转让(并购重组)】	--		--		-3.49%		-2.11%		+0.00		304365		412848		
SH603956	威派格		+2.41%		6.79		2.08亿		5.33%		3.28		38.70亿		--		--		专用设备	【数字经济;数据要素;数字乡村;数字孪生;新型城镇化;空间计算;区块链;乡村振兴;AI智能体;智慧城市;DeepSeek概念;人工智能;水利;净水概念;智谱AI;华为鲲鹏;信创;工业互联网;物联网;华为概念;机器人概念;新型工业化;专精特新】	--		--		+6.93%		+2.26%		+0.15		418320		1769474		
SH603958	哈森股份	-1.57%		13.18		5577.98万	1.91%		0.84		28.91亿		--		--		服装家纺	【DeepSeek概念;华为概念;机器人概念;消费电子概念;3D打印;海峡两岸;股权转让(并购重组)】	--		--		+2.73%		-18.39%		-0.22		106880		456028		
SH603959	百利科技	-2.52%		5.80		7915.86万	2.77%		0.89		28.44亿		--		--		电池		【锂电池概念;宁德时代概念;固态电池;氢能源;燃料电池;新能源汽车;煤化工概念;机器人概念;摘帽】	--		--		-7.50%		-6.15%		+0.00		433755		727900		
SH603960	克来机电	-0.50%		19.99		1.46亿		2.78%		1.10		52.41亿		--		--		自动化设备	【智能物流;华为汽车;无人驾驶;新能源汽车;燃料电池;汽车热管理;机器人概念;氢能源;高端装备;新型工业化;机器视觉;汽车电子;华为概念;芯片概念;共封装光学(CPO);沪股通;融资融券】	--		--		+2.51%		+2.67%		+0.00		415863		1725137		
SH603966	法兰泰克	+3.28%		12.59		2.06亿		4.16%		1.11		50.07亿		--		--		专用设备	【换电概念;核电;水利;一带一路;长三角一体化;专精特新;机器人概念;新型工业化】	--		--		+16.68%		+14.25%		-0.49		226831		1898572		
SH603967	中创物流	-2.95%		13.17		1.54亿		3.35%		0.99		45.66亿		--		--		物流		【中韩自贸区;航运概念;统一大市场;冷链物流;中俄贸易概念;自由贸易港;一带一路;智能物流;俄乌冲突概念;核电】	--		--		+3.38%		+5.95%		-0.66		3398308		4792563		
SH603968	醋化股份	-1.51%		11.11		1919.69万	0.84%		0.81		22.72亿		--		--		化学制品	【代糖概念;维生素】	--		--		-0.36%		-3.64%		+0.09		16935		283305		
SH603969	银龙股份	+0.59%		10.19		1.50亿		1.76%		0.90		85.98亿		--		--		通用设备	【高铁;水利;核电;光伏概念;水泥概念;雄安新区;高端装备;京津冀一体化;风电;地下管网;新疆振兴;一带一路;2025三季报预增;创投;储能;沪股通;融资融券】	--		--		+9.22%		+4.94%		-0.39		186665		840675		
SH603970	中农立华	-0.77%		12.97		2367.18万	0.68%		0.88		34.86亿		--		--		农化制品	【供销社;农业种植;乡村振兴;草甘膦;京津冀一体化;农机;无人机】	--		--		-0.61%		-0.99%		+0.23		239730		229569		
SH603976	正川股份	-0.60%		19.90		2327.50万	0.77%		1.03		30.09亿		--		--		医疗器械	【医疗器械概念;西部大开发】	--		--		+0.76%		-2.59%		-0.25		35946		113430		
SH603977	国泰集团	+0.49%		14.38		3.56亿		3.99%		0.71		89.33亿		--		--		化学制品	【民爆概念;航空发动机;小金属概念;军民融合;军工信息化;军工;高铁;无人机;3D打印;雅下水电概念;智慧政务;国企改革;数字经济;芯片概念;工业互联网;DeepSeek概念;元宇宙;虚拟现实;沪股通】	--		--		-8.00%		+17.48%		-0.56		1201012		2769588		
SH603978	深圳新星	-3.44%		28.10		4.99亿		8.33%		0.76		59.32亿		--		--		金属新材料	【氟化工概念;PVDF概念;锂电池概念;储能;一体化压铸;核电;芯片概念;回购增持再贷款概念;军工;商业航天;融资融券】	--		--		+9.34%		-0.28%		-1.86		10441536	4279630		
SH603979	金诚信		-1.23%		79.02		6.45亿		1.31%		0.80		492.92亿	--		--		工业金属	【金属铜;黄金概念;同花顺出海50;磷化工;人民币贬值受益;一带一路;沪股通;融资融券】	--		--		+5.14%		+15.63%		-0.70		5600520		5728239		
SH603980	吉华集团	-1.36%		5.06		4329.46万	1.26%		1.05		34.25亿		--		--		化学制品	【染料;医疗器械概念;家用电器;阿尔茨海默概念;仿制药一致性评价;有机硅概念;创新药】	--		--		-2.13%		-5.77%		+0.00		61560		599610		
SH603982	泉峰汽车	-1.87%		8.38		5452.06万	1.91%		1.14		28.45亿		--		--		汽车零部件	【一体化压铸;长安汽车概念;华为汽车;家用电器;新能源汽车;比亚迪概念;减速器;特斯拉概念;华为概念;小米概念;宁德时代概念;小米汽车;融资融券】	--		--		-0.83%		-4.34%		+0.47		132132		693026		
SH603983	丸美生物	-0.98%		33.51		4969.93万	0.37%		0.55		134.38亿	--		--		美容护理	【合成生物;重组蛋白;DeepSeek概念;沪股通】	--		--		-0.56%		-3.82%		+0.00		125208		911472		
SH603985	恒润股份	-1.03%		15.40		1.23亿		1.80%		1.11		67.89亿		--		--		风电设备	【核电;风电;海工装备;高端装备;国企改革;DeepSeek概念;东数西算(算力);算力租赁;英伟达概念;融资融券;沪股通】	--		--		+4.34%		+9.22%		-0.32		138039		1370600		
SH603986	兆易创新	+4.67%		262.50		144.43亿	8.16%		1.41		1753.09亿	--		--		半导体		【存储芯片;汽车芯片;MCU芯片;无线耳机;芯片概念;汽车电子;小米概念;锂电池概念;传感器;人形机器人;物联网;光伏概念;人民币贬值受益;回购增持再贷款概念;融资融券;沪股通】	--		--		+21.27%		+22.73%		+7.66		528147000	129937500	
SH603987	康德莱		-1.01%		8.85		4461.63万	1.15%		0.97		38.66亿		--		--		医疗器械	【医美概念;辅助生殖;医疗器械概念;专精特新】	--		--		+1.14%		+0.91%		-0.22		486140		266385		
SH603988	中电电机	-0.84%		24.80		1.13亿		1.91%		1.13		58.33亿		--		--		电机		【风电;储能;新能源汽车;股权转让(并购重组);沪股通】	--		--		+1.43%		-3.46%		+0.56		621205		317440		
SH603989	艾华集团	+0.00%		17.13		8724.93万	1.28%		1.05		68.31亿		--		--		元件		【5G;数据中心;华为概念;高压快充;液冷服务器;低空经济;充电桩;比亚迪概念;新能源汽车;机器人概念;军工;储能;固态电池;新疆振兴;沪股通;融资融券】	--		--		+4.51%		+1.72%		+0.47		165216		358017		
SH603990	麦迪科技	-1.31%		15.10		2.60亿		5.63%		0.70		46.25亿		--		--		软件开发	【WiFi 6;人形机器人;华为鲲鹏;DRG/DIP;机器人概念;华为概念;物联网;无人机;人工智能;低空经济;DeepSeek概念;智能医疗;养老概念;辅助生殖;三胎概念;民营医院;国企改革;股权转让(并购重组);融资融券】	--		--		-4.61%		-4.07%		-0.46		996042		2758770		
SH603991	至正股份	+3.10%		76.92		2.46亿		4.32%		1.71		57.33亿		--		--		半导体		【机器视觉;华为概念;5G;芯片概念;先进封装;核电;股权转让(并购重组)】	--		--		+4.35%		-3.75%		+0.52		360000		1615320		
SH603992	松霖科技	+0.25%		40.00		1.94亿		1.14%		0.93		171.11亿	--		--		家居用品	【C2M概念;人形机器人;机器人概念;人民币贬值受益;智能家居;福建自贸区;沪股通】	--		--		+4.68%		+29.37%		+0.05		1365264		2924000		
SH603993	洛阳钼业	+1.34%		21.97		59.20亿		1.54%		1.02		3836.15亿	--		--		工业金属	【金属钴;金属铜;金属镍;小金属概念;盐湖提锂;黄金概念;磷化工;宁德时代概念;同花顺出海50;同花顺漂亮100;沪股通;融资融券;人民币贬值受益】	--		--		+17.99%		+17.55%		+1.01		64824000	41334358	
SH603995	甬金股份	+3.24%		18.80		2.52亿		3.67%		2.51		68.74亿		--		--		钢铁		【特钢概念;小金属概念;专精特新;沪股通;融资融券】	--		--		+1.46%		+9.43%		+0.88		1341010		2186440		
SH603997	继峰股份	+0.14%		14.13		1.54亿		0.86%		1.39		179.77亿	--		--		汽车零部件	【人民币贬值受益;新能源汽车;特斯拉概念;沪股通;融资融券】	--		--		+1.80%		+6.16%		+0.35		140184		1178442		
SH603998	方盛制药	+0.68%		11.78		1.24亿		2.38%		1.37		51.72亿		--		--		中药		【流感;肝炎概念;仿制药一致性评价;创新药;眼科医疗;合成生物;民营医院;工业大麻;三胎概念;养老概念】	--		--		+2.79%		+1.12%		-0.17		102784		342798		
SH603999	读者传媒	+0.85%		7.16		1.05亿		2.54%		1.20		41.24亿		--		--		文化传媒	【知识产权保护;文化传媒概念;IP经济(谷子经济);在线教育;NFT概念;数据要素;农村电商;腾讯概念;参股保险;国企改革;西部大开发;参股券商】	--		--		+1.99%		-2.72%		+0.70		454740		717432		
SH605001	威奥股份	-2.39%		7.77		1.22亿		3.97%		0.94		30.53亿		--		--		轨交设备	【高压氧舱;碳纤维;一带一路;高铁;养老概念;医美概念;新能源汽车;储能;机器人概念;比亚迪概念;芯片概念】	--		--		+6.73%		+3.05%		-0.13		2679945		420357		
SH605003	众望布艺	+0.92%		30.64		1.74亿		5.05%		0.80		33.70亿		--		--		服装家纺	【共同富裕示范区;人民币贬值受益】	--		--		+22.71%		+25.32%		+3.29		4923520		4157848		
SH605005	合兴股份	-2.19%		18.80		8542.74万	1.13%		1.25		75.39亿		--		--		汽车零部件	【长安汽车概念;智能座舱;汽车热管理;新能源汽车;汽车电子;新型工业化;3D打印;消费电子概念;宁德时代概念;沪股通】	--		--		-9.27%		-1.73%		+0.05		182685		1184400		
SH605006	山东玻纤	-0.96%		7.24		3717.17万	0.85%		0.92		43.44亿		--		--		建筑材料	【风电;国企改革;PCB概念】	--		--		+1.26%		-3.47%		-0.14		149650		586440		
SH605007	五洲特纸	-2.36%		13.26		1.51亿		2.81%		0.52		53.25亿		--		--		造纸		【海峡两岸;共同富裕示范区;沪股通】	--		--		+13.33%		+11.52%		-1.03		1391040		4081428		
SH605008	长鸿高科	-1.32%		14.18		5811.08万	0.63%		1.30		91.60亿		--		--		塑料制品	【可降解塑料;沪股通】	--		--		-6.83%		-7.02%		+0.07		368128		218372		
SH605009	豪悦护理	-0.03%		31.38		5041.55万	0.75%		1.24		67.35亿		--		--		美容护理	【宠物经济;三胎概念;共同富裕示范区;养老概念;沪股通】	--		--		-2.97%		+1.00%		-0.32		247191		740568		
SH605011	杭州热电	-0.15%		20.43		5319.61万	0.65%		1.08		81.74亿		--		--		电力		【煤炭概念;国企改革;碳中和;融资融券;沪股通】	--		--		+0.99%		-1.26%		+0.39		106808		674190		
SH605016	百龙创园	-7.42%		20.45		3.55亿		4.08%		4.09		85.89亿		--		--		化学制品	【代糖概念;参股银行;人民币贬值受益;专精特新;海峡两岸;沪股通】	--		--		-4.97%		+1.14%		+0.05		477360		1361970		
SH605018	长华集团	-1.74%		11.30		5056.18万	0.95%		1.19		53.12亿		--		--		汽车零部件	【一体化压铸;长安汽车概念;共同富裕示范区;长三角一体化;机器人概念;工业互联网;飞行汽车(eVTOL);新能源汽车;人形机器人;低空经济;比亚迪概念;储能;光伏概念;沪股通】	--		--		+1.25%		-1.22%		-0.17		127428		398890		
SH605020	永和股份	-0.80%		27.24		1.86亿		1.36%		1.20		137.00亿	--		--		化学制品	【PVDF概念;氟化工概念;2025三季报预增;液冷服务器;环氧丙烷;共同富裕示范区;一带一路;智能物流;沪股通;融资融券】	--		--		+3.53%		+4.49%		-0.84		2496991		1593540		
SH605028	世茂能源	+1.24%		29.36		1.11亿		2.38%		0.88		46.98亿		--		--		电力		【生物质能发电;固废处理;绿色电力】	--		--		+8.62%		+3.60%		-0.21		277824		4947160		
SH605033	美邦股份	-1.24%		19.96		4944.77万	1.83%		1.09		26.99亿		--		--		农化制品	【乡村振兴;西部大开发】	--		--		+3.26%		-6.03%		-0.05		272700		103792		
SH605050	福然德		-0.36%		13.76		1.12亿		1.65%		1.06		67.81亿		--		--		物流		【一体化压铸;机器人概念;新能源汽车;回购增持再贷款概念;统一大市场;沪股通】	--		--		+6.42%		+4.48%		+0.58		423645		390784		
SH605055	迎丰股份	+5.10%		10.10		1.60亿		3.62%		1.41		44.44亿		--		--		纺织制造	【减速器;共同富裕示范区;长三角一体化;机器人概念】	--		--		+4.55%		+17.03%		-0.31		398528		3562270		
SH605056	咸亨国际	-0.30%		16.74		6817.54万	1.00%		0.67		67.53亿		--		--		通用设备	【职业教育;抽水蓄能;人工智能;核电;特高压;风电;储能;高端装备;机器人概念;军工;低空经济;无人机;沪股通】	--		--		-9.12%		-15.03%		+0.06		65520		611010		
SH605058	澳弘电子	-0.26%		30.49		5169.95万	1.18%		0.77		43.58亿		--		--		元件		【PCB概念;汽车电子;5G;毫米波雷达;智能家居;数据中心;新能源汽车;东数西算(算力);智能物流;工业互联网;一带一路;储能;商业航天】	--		--		+0.69%		-12.39%		-0.16		296044		399419		
SH605060	联德股份	-3.37%		35.56		2.86亿		3.38%		2.31		84.97亿		--		--		通用设备	【风电;高端装备;数据中心;液冷服务器;专精特新;农机;沪股通】	--		--		-2.60%		-4.72%		-1.47		1356124		1337056		
SH605066	天正电气	+0.67%		7.48		8880.86万	2.36%		1.56		37.58亿		--		--		电网设备	【充电桩;智能电网;风电;碳中和;储能;电力物联网;工业互联网;智能家居;机器人概念;物联网;数据中心;人工智能;东数西算(算力);虚拟数字人】	--		--		+3.03%		+0.67%		+0.00		14117		142868		
SH605068	明新旭腾	+4.36%		27.06		8111.92万	1.88%		0.92		43.89亿		--		--		汽车零部件	【比亚迪概念;新能源汽车;人形机器人;机器人概念;长安汽车概念;华为汽车;回购增持再贷款概念】	--		--		-6.27%		-3.63%		+1.00		314280		308484		
SH605069	正和生态	+4.96%		15.23		2.77亿		21.68%		0.75		12.82亿		--		--		环境治理	【新型城镇化;土壤修复;元宇宙;智慧城市;雄安新区;水利;数字孪生;碳中和;污水处理;人工智能;数字经济;京津冀一体化;智谱AI;旅游概念;PPP概念;物业管理;AIGC概念;AI智能体;IP经济(谷子经济);乡村振兴】	--		--		+49.75%		+51.09%		+0.41		4774589		4657334		
SH605077	华康股份	+0.65%		15.51		1.22亿		2.60%		2.46		46.44亿		--		--		化学制品	【代糖概念;合成生物;玉米;沪股通】	--		--		+4.30%		+1.37%		-0.06		284900		310200		
SH605080	浙江自然	-0.76%		23.36		3053.77万	0.93%		0.95		32.79亿		--		--		家居用品	【露营经济;共同富裕示范区;体育产业;人民币贬值受益;人工智能;一带一路】	--		--		+2.19%		-0.04%		-0.04		131768		383104		
SH605086	龙高股份	-0.58%		44.44		1.98亿		2.52%		0.74		79.64亿		--		--		非金属材料	【海峡两岸;创投;国企改革;锂电池概念;沪股通;股权转让(并购重组)】	--		--		+17.26%		+9.14%		+0.36		794022		2959704		
SH605088	冠盛股份	-0.53%		37.78		2.11亿		2.80%		1.09		75.45亿		--		--		汽车零部件	【华为汽车;人形机器人;机器人概念;DeepSeek概念;新能源汽车;人民币贬值受益;回购增持再贷款概念;储能;锂电池概念;固态电池;沪股通】	--		--		+11.25%		+10.47%		-0.24		807057		1730324		
